Factory,Value Stream,Stage/Product Line/SL,Component,Path,Create Date
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/,PLC,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/ARCHIVE/PLC/20190807.000,2019-08-07,3.08025
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/,PLC,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/ARCHIVE/PLC/20200415.000,2020-04-15,2.390274
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/,PLC,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/ARCHIVE/PLC/20200526.000,2020-05-26,2.278016
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/,PLC,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/ARCHIVE/PLC/20210629.000,2021-06-29,1.185554
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,StationData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/StationData/20190905.000,2019-09-05,3.000848
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,StationData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/StationData/20200527.000,2020-05-27,2.275278
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,StationData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/StationData/20210630.000,2021-06-30,1.182816
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,StationData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/StationData/20210704.000,2021-07-04,1.171864
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20190905.000,2019-09-05,3.000848
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200307.000,2020-03-07,2.497056
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200625.000,2020-06-25,2.195876
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200704.000,2020-07-04,2.171234
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200728.000,2020-07-28,2.105522
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200804.000,2020-08-04,2.086356
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200811.000,2020-08-11,2.06719
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200812.000,2020-08-12,2.064452
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200924.000,2020-09-24,1.946718
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20200926.000,2020-09-26,1.941242
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201016.000,2020-10-16,1.886482
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201022.000,2020-10-22,1.8700539999999999
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201027.000,2020-10-27,1.856364
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201029.000,2020-10-29,1.850888
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201103.000,2020-11-03,1.8371979999999999
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201106.000,2020-11-06,1.828984
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201112.000,2020-11-12,1.812556
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201113.000,2020-11-13,1.809818
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201119.000,2020-11-19,1.79339
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201202.000,2020-12-02,1.757796
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20201204.000,2020-12-04,1.75232
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210105.000,2021-01-05,1.664704
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210121.000,2021-01-21,1.620896
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210128.000,2021-01-28,1.60173
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210310.000,2021-03-10,1.489472
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210422.000,2021-04-22,1.371738
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210512.000,2021-05-12,1.316978
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210617.000,2021-06-17,1.21841
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210629.000,2021-06-29,1.185554
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210630.000,2021-06-30,1.182816
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210701.000,2021-07-01,1.180078
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210706.000,2021-07-06,1.166388
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210707.000,2021-07-07,1.16365
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210720.000,2021-07-20,1.128056
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210721.000,2021-07-21,1.125318
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210722.000,2021-07-22,1.12258
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210731.000,2021-07-31,1.097938
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210806.000,2021-08-06,1.08151
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210807.000,2021-08-07,1.078772
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210826.000,2021-08-26,1.02675
BaP,HDEV6,/12_Needle/SL02/150/OPCON_000A620/OpconData/,TypeData,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/OPCON_000A620/OpconData/ARCHIVE/TypeData/20210901.000,2021-09-01,1.010322
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_130A740/,Staeubli_130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_130A740/ARCHIVE/Staeubli_130A740/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_130A740/,Staeubli_130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_130A740/ARCHIVE/Staeubli_130A740/20181205.000,2018-12-05,3.75106
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_130A740/,Staeubli_Controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_130A740/ARCHIVE/Staeubli_Controller/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_130A740/,Staeubli_Controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_130A740/ARCHIVE/Staeubli_Controller/20181205.000,2018-12-05,3.75106
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_150A740/,Staeubli_150A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_150A740/ARCHIVE/Staeubli_150A740/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_150A740/,Staeubli_150A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_150A740/ARCHIVE/Staeubli_150A740/20181205.000,2018-12-05,3.75106
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_150A740/,Staeubli_Controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_150A740/ARCHIVE/Staeubli_Controller/20181008.000,2018-10-08,3.909864
BaP,HDEV6,/12_Needle/SL02/150/Staubli_CS8C_150A740/,Staeubli_Controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL02/150/Staubli_CS8C_150A740/ARCHIVE/Staeubli_Controller/20181205.000,2018-12-05,3.75106
BaP,HDEV6,/12_Needle/SL11/110/,Faulhaber_B140A721,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/Faulhaber_B140A721/20200626.000,2020-06-26,2.193138
BaP,HDEV6,/12_Needle/SL11/110/,Faulhaber_B140A722,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/Faulhaber_B140A722/20200626.000,2020-06-26,2.193138
BaP,HDEV6,/12_Needle/SL11/110/,Faulhaber_B140A723,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/Faulhaber_B140A723/20200626.000,2020-06-26,2.193138
BaP,HDEV6,/12_Needle/SL11/110/,IndraDrive_C111M711,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/IndraDrive_C111M711/20200622.000,2020-06-22,2.20409
BaP,HDEV6,/12_Needle/SL11/110/,IndraDrive_C111M711,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/IndraDrive_C111M711/20200622.001,2020-06-22,2.20409
BaP,HDEV6,/12_Needle/SL11/110/,IndraDrive_C111M711,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/IndraDrive_C111M711/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/,IndraDrive_C140M711,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/IndraDrive_C140M711/20200622.000,2020-06-22,2.20409
BaP,HDEV6,/12_Needle/SL11/110/,IndraDrive_C141M711,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/IndraDrive_C141M711/20210622.000,2021-06-22,1.20472
BaP,HDEV6,/12_Needle/SL11/110/,Keyence_ASH,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/Keyence_ASH/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/,Keyence_MAA,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/ARCHIVE/Keyence_MAA/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190218.000,2019-02-18,3.54571
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190509.000,2019-05-09,3.32667
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190605.000,2019-06-05,3.252744
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190605.001,2019-06-05,3.252744
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190801.000,2019-08-01,3.096678
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20190812.000,2019-08-12,3.06656
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20191205.000,2019-12-05,2.75169
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20200226.000,2020-02-26,2.524436
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20200228.000,2020-02-28,2.51896
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20200415.000,2020-04-15,2.390274
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20201116.000,2020-11-16,1.801604
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20201126.000,2020-11-26,1.774224
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210127.000,2021-01-27,1.604468
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210209.000,2021-02-09,1.5688739999999999
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210317.000,2021-03-17,1.470306
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210318.000,2021-03-18,1.467568
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210414.000,2021-04-14,1.393642
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210426.000,2021-04-26,1.360786
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210526.000,2021-05-26,1.278646
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210623.000,2021-06-23,1.2019819999999999
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210629.000,2021-06-29,1.185554
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210702.000,2021-07-02,1.17734
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210707.000,2021-07-07,1.16365
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210811.000,2021-08-11,1.06782
BaP,HDEV6,/12_Needle/SL11/110/OPCON_000A620/,PLC_000A620,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/OPCON_000A620/ARCHIVE/PLC_000A620/20210825.000,2021-08-25,1.029488
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_A130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_A130A740/20201207.000,2020-12-07,1.744106
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_A130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_A130A740/20210426.000,2021-04-26,1.360786
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_A130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_A130A740/20210427.000,2021-04-27,1.358048
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_A130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_A130A740/20210526.000,2021-05-26,1.278646
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_A130A740,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_A130A740/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_controller/20201207.000,2020-12-07,1.744106
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_controller/20210426.000,2021-04-26,1.360786
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_controller/20210427.000,2021-04-27,1.358048
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_controller/20210526.000,2021-05-26,1.278646
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_A130A740/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_A130A740/ARCHIVE/Staeubli_controller/20210616.000,2021-06-16,1.221148
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_C130A741,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_C130A741/20201005.000,2020-10-05,1.9166
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_C130A741,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_C130A741/20201005.001,2020-10-05,1.9166
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_C130A741,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_C130A741/20201207.000,2020-12-07,1.744106
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_C130A741,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_C130A741/20210426.000,2021-04-26,1.360786
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_controller/20201005.000,2020-10-05,1.9166
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_controller/20201005.001,2020-10-05,1.9166
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_controller/20201207.000,2020-12-07,1.744106
BaP,HDEV6,/12_Needle/SL11/110/Staubli_CS8C_C130A741/,Staeubli_controller,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/110/Staubli_CS8C_C130A741/ARCHIVE/Staeubli_controller/20210426.000,2021-04-26,1.360786
BaP,HDEV6,/12_Needle/SL11/120/,Bronkhorst_A140X250,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/120/ARCHIVE/Bronkhorst_A140X250/20200622.000,2020-06-22,2.20409
BaP,HDEV6,/12_Needle/SL11/120/,Bronkhorst_A140X250,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/120/ARCHIVE/Bronkhorst_A140X250/20200929.000,2020-09-29,1.933028
BaP,HDEV6,/12_Needle/SL11/120/,Bronkhorst_B140X250,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/120/ARCHIVE/Bronkhorst_B140X250/20200622.000,2020-06-22,2.20409
BaP,HDEV6,/12_Needle/SL11/120/,Bronkhorst_B140X250,D:/vdServerArchive/Ba/HDEV6/12_Needle/SL11/120/ARCHIVE/Bronkhorst_B140X250/20200929.000,2020-09-29,1.933028
