"Component id";"Component type";"Session id";"Timestamp (local)";"Timestamp (UTC)";"Directory";"Name";"Command";"User name";"User id";"Computer name";"Version";"Version timestamp (local)";"Version timestamp (UTC)";"Message";"Comment";"Server name"
"89CF8DB816B04B25AA47A074FE5E7C71";"SettingData";"1EEDC517F6C94722B262CE030764AA95";"2021-04-21T01:22:36+0200";"2021-04-20T23:22:36Z";"\HDEV6\15_Final\SL06\585\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"40";"2021-04-21T01:22:29+0200";"2021-04-20T23:22:29Z";"";"";"EMEA.BU4PTEFAPP04"
"89CF8DB816B04B25AA47A074FE5E7C71";"SettingData";"1EEDC517F6C94722B262CE030764AA95";"2021-04-21T01:22:36+0200";"2021-04-20T23:22:36Z";"\HDEV6\15_Final\SL06\585\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"40";"2021-04-21T01:22:29+0200";"2021-04-20T23:22:29Z";"";"";"EMEA.BU4PTEFAPP04"
"89CF8DB816B04B25AA47A074FE5E7C71";"SettingData";"082E77013B26447C8FDAF3AC6352A86E";"2021-04-21T01:22:24+0200";"2021-04-20T23:22:24Z";"\HDEV6\15_Final\SL06\585\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"39";"2021-04-18T01:22:30+0200";"2021-04-17T23:22:30Z";"";"";"EMEA.BU4PTEFAPP04"
"E7A635B7056A416D97F8E81A9AFBA2C0";"SettingData";"2BF19C3886EA4AB489923387F91DE25E";"2021-04-21T01:16:36+0200";"2021-04-20T23:16:36Z";"\HDEV6\15_Final\SL06\575\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"37";"2021-04-21T01:16:30+0200";"2021-04-20T23:16:30Z";"";"";"EMEA.BU4PTEFAPP04"
"E7A635B7056A416D97F8E81A9AFBA2C0";"SettingData";"2BF19C3886EA4AB489923387F91DE25E";"2021-04-21T01:16:36+0200";"2021-04-20T23:16:36Z";"\HDEV6\15_Final\SL06\575\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"37";"2021-04-21T01:16:30+0200";"2021-04-20T23:16:30Z";"";"";"EMEA.BU4PTEFAPP04"
"E7A635B7056A416D97F8E81A9AFBA2C0";"SettingData";"12FA68E0CDAD430D9A16B8AA8516426D";"2021-04-21T01:16:24+0200";"2021-04-20T23:16:24Z";"\HDEV6\15_Final\SL06\575\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"36";"2021-04-17T01:16:30+0200";"2021-04-16T23:16:30Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"676C18A8981C44A88EC81DAF642BD0B7";"2021-04-21T00:54:35+0200";"2021-04-20T22:54:35Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"47";"2021-04-21T00:54:28+0200";"2021-04-20T22:54:28Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"676C18A8981C44A88EC81DAF642BD0B7";"2021-04-21T00:54:35+0200";"2021-04-20T22:54:35Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"47";"2021-04-21T00:54:28+0200";"2021-04-20T22:54:28Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"B850F155BFD14E938248EA03CBD00678";"2021-04-21T00:54:23+0200";"2021-04-20T22:54:23Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"46";"2021-04-20T00:54:30+0200";"2021-04-19T22:54:30Z";"";"";"EMEA.BU4PTEFAPP04"
"6A91619D3CD74BDCB0A02C954D99430F";"SettingData";"2E37615179FE4C52ADE0645AAC73E1BE";"2021-04-21T00:08:40+0200";"2021-04-20T22:08:40Z";"\HDEV6\12_Needle\SL06\130\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"50";"2021-04-21T00:08:33+0200";"2021-04-20T22:08:33Z";"";"";"EMEA.BU4PTEFAPP04"
