"Component id";"Component type";"Session id";"Timestamp (local)";"Timestamp (UTC)";"Directory";"Name";"Command";"User name";"User id";"Computer name";"Version";"Version timestamp (local)";"Version timestamp (UTC)";"Message";"Comment";"Server name"
"6A91619D3CD74BDCB0A02C954D99430F";"SettingData";"2E37615179FE4C52ADE0645AAC73E1BE";"2021-04-21T00:08:40+0200";"2021-04-20T22:08:40Z";"\HDEV6\12_Needle\SL06\130\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"50";"2021-04-21T00:08:33+0200";"2021-04-20T22:08:33Z";"";"";"EMEA.BU4PTEFAPP04"
"6A91619D3CD74BDCB0A02C954D99430F";"SettingData";"A13D37DEDE054836990D901D7DBA20ED";"2021-04-21T00:08:27+0200";"2021-04-20T22:08:27Z";"\HDEV6\12_Needle\SL06\130\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"49";"2021-03-09T23:08:29+0100";"2021-03-09T22:08:29Z";"";"";"EMEA.BU4PTEFAPP04"
"1D1767A65182454DB62E0732D6B497A7";"CircuitDiagram";"2CA3C548F62D41A7950B04AE2877E0BB";"2021-04-20T17:00:41+0200";"2021-04-20T15:00:41Z";"\HDEV6\13_Long\SL10\420";"Atrotech_CircuitDiagram";"Version";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"1";"2021-04-20T16:54:31+0200";"2021-04-20T14:54:31Z";"";"";"EMEA.BU4PTEFAPP04"
"1D1767A65182454DB62E0732D6B497A7";"CircuitDiagram";"2CA3C548F62D41A7950B04AE2877E0BB";"2021-04-20T17:00:41+0200";"2021-04-20T15:00:41Z";"\HDEV6\13_Long\SL10\420";"Atrotech_CircuitDiagram";"Check-In";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"1";"2021-04-20T16:54:31+0200";"2021-04-20T14:54:31Z";"";"";"EMEA.BU4PTEFAPP04"
"1BE1E02CBB8542E38859BC7BA85666F7";"CircuitDiagram";"144912D38C6F47CBA914C6FD352FF141";"2021-04-20T16:48:08+0200";"2021-04-20T14:48:08Z";"\HDEV6\13_Long\SL10\360";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"22CAFCE8AB1F4C449474DB0CF133D098";"CircuitDiagram";"22FFA50A0596463DBFA9BA6F3F04A67C";"2021-04-20T16:48:08+0200";"2021-04-20T14:48:08Z";"\HDEV6\13_Long\SL10\350";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"556CE6812CBB462B9B88FD27F6A6AFFF";"CircuitDiagram";"A35DCF50A4B9479BA5CFB31B0398DD73";"2021-04-20T16:48:07+0200";"2021-04-20T14:48:07Z";"\HDEV6\13_Long\SL10\340";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"952BD9A97D444414BBCD56CDE27D9242";"CircuitDiagram";"A64849B029AE49B2AFBD9408DDEE294F";"2021-04-20T16:48:07+0200";"2021-04-20T14:48:07Z";"\HDEV6\13_Long\SL10\335";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"A78C8A18D6A64E0AB4E6B65EC0022A41";"CircuitDiagram";"E52B1476A416421CADAC8D13DB3348AB";"2021-04-20T16:48:06+0200";"2021-04-20T14:48:06Z";"\HDEV6\13_Long\SL10\330";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"2302CEC3381848BB93FEE16B506E84C6";"CircuitDiagram";"07B681B70FC741938482B39A09B1DACD";"2021-04-20T16:48:05+0200";"2021-04-20T14:48:05Z";"\HDEV6\13_Long\SL10\260";"CircuitDiagram";"Check-Out";"";"A30EE3A096534FB99FE62185A2236298";"EMEA.BU1Z5603";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"38F9B9BB0EAD4FB58070C2D2D62C02E3";"2021-04-20T13:03:29+0200";"2021-04-20T11:03:29Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"US.CHVMHDEV6VD";"34";"2021-04-20T13:03:24+0200";"2021-04-20T11:03:24Z";"";"";"US.CHVMHDEV6VD"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"38F9B9BB0EAD4FB58070C2D2D62C02E3";"2021-04-20T13:03:29+0200";"2021-04-20T11:03:29Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Check-In";"";"";"US.CHVMHDEV6VD";"34";"2021-04-20T13:03:24+0200";"2021-04-20T11:03:24Z";"";"";"US.CHVMHDEV6VD"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"F4A90ABC9C0A4FDCB514E41B85F65214";"2021-04-20T13:03:17+0200";"2021-04-20T11:03:17Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Check-Out";"";"";"US.CHVMHDEV6VD";"33";"2021-04-19T13:03:53+0200";"2021-04-19T11:03:53Z";"";"";"US.CHVMHDEV6VD"
"8F9152FD4991496AA401C7A58B86D665";"OpConplus_OES4.x";"DA726595EE7647758FED55E98EF95B31";"2021-04-20T02:38:28+0200";"2021-04-20T00:38:28Z";"\QMM\HDEV6\BuP\EPI";"PLC_000A620";"Remove lock state";"";"48ABBC9242014473BC0D5D9E70A4D40B";"EMEA.BU1Z5877";"";"";"";"";"";"EMEA.BU4PTEFAPP04"
"DB4DDBA21239427C834E04493C08CBE7";"SettingData";"7EFE04068B78423F81E4033F9A1F8DE3";"2021-04-20T01:28:42+0200";"2021-04-19T23:28:42Z";"\HDEV6\15_Final\SL06\515\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"108";"2021-04-20T01:28:34+0200";"2021-04-19T23:28:34Z";"";"";"EMEA.BU4PTEFAPP04"
"DB4DDBA21239427C834E04493C08CBE7";"SettingData";"7EFE04068B78423F81E4033F9A1F8DE3";"2021-04-20T01:28:42+0200";"2021-04-19T23:28:42Z";"\HDEV6\15_Final\SL06\515\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"108";"2021-04-20T01:28:34+0200";"2021-04-19T23:28:34Z";"";"";"EMEA.BU4PTEFAPP04"
"DB4DDBA21239427C834E04493C08CBE7";"SettingData";"051F1CA2D45642719146D702F0070DB3";"2021-04-20T01:28:28+0200";"2021-04-19T23:28:28Z";"\HDEV6\15_Final\SL06\515\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"107";"2021-04-19T01:28:39+0200";"2021-04-18T23:28:39Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"873437399EB742CEA2035F55AB6E5A41";"2021-04-20T00:54:37+0200";"2021-04-19T22:54:37Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"46";"2021-04-20T00:54:30+0200";"2021-04-19T22:54:30Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"873437399EB742CEA2035F55AB6E5A41";"2021-04-20T00:54:37+0200";"2021-04-19T22:54:37Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"46";"2021-04-20T00:54:30+0200";"2021-04-19T22:54:30Z";"";"";"EMEA.BU4PTEFAPP04"
"BCE41BAAC75C4762945FA239835245E2";"SettingData";"EDC64DFEE7C643D29EEE28DB62F460A6";"2021-04-20T00:54:25+0200";"2021-04-19T22:54:25Z";"\HDEV6\15_Final\SL06\510\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"45";"2021-04-11T00:54:30+0200";"2021-04-10T22:54:30Z";"";"";"EMEA.BU4PTEFAPP04"
"AC9A262C039046E29E3B7084262D3391";"SettingData";"FC6251EBE4B04BEAB6825FB41356E3E7";"2021-04-20T00:11:39+0200";"2021-04-19T22:11:39Z";"\HDEV6\12_Needle\SL06\140\SettingData";"StationData";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"EMEA.BU4PTEFAPP04";"47";"2021-04-20T00:11:32+0200";"2021-04-19T22:11:32Z";"";"";"EMEA.BU4PTEFAPP04"
"AC9A262C039046E29E3B7084262D3391";"SettingData";"FC6251EBE4B04BEAB6825FB41356E3E7";"2021-04-20T00:11:39+0200";"2021-04-19T22:11:39Z";"\HDEV6\12_Needle\SL06\140\SettingData";"StationData";"Check-In";"";"";"EMEA.BU4PTEFAPP04";"47";"2021-04-20T00:11:32+0200";"2021-04-19T22:11:32Z";"";"";"EMEA.BU4PTEFAPP04"
"AC9A262C039046E29E3B7084262D3391";"SettingData";"25F371039D694859AC04032E869C1E15";"2021-04-20T00:11:26+0200";"2021-04-19T22:11:26Z";"\HDEV6\12_Needle\SL06\140\SettingData";"StationData";"Check-Out";"";"";"EMEA.BU4PTEFAPP04";"46";"2021-03-23T23:11:31+0100";"2021-03-23T22:11:31Z";"";"";"EMEA.BU4PTEFAPP04"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"4E41250BFC584E86BE581C6439225508";"2021-04-19T13:03:58+0200";"2021-04-19T11:03:58Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"US.CHVMHDEV6VD";"33";"2021-04-19T13:03:53+0200";"2021-04-19T11:03:53Z";"";"";"US.CHVMHDEV6VD"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"4E41250BFC584E86BE581C6439225508";"2021-04-19T13:03:58+0200";"2021-04-19T11:03:58Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Check-In";"";"";"US.CHVMHDEV6VD";"33";"2021-04-19T13:03:53+0200";"2021-04-19T11:03:53Z";"";"";"US.CHVMHDEV6VD"
"09FDC446242F4D34BC0CF4849FD5E330";"Stäubli CS8C (SRS TransferManager Skript)";"CE5C4DD141E54FCC842A472DB3C373E1";"2021-04-19T13:03:46+0200";"2021-04-19T11:03:46Z";"\HDEV6\12_Needle\SL04\110";"Staeubli_C130A740";"Check-Out";"";"";"US.CHVMHDEV6VD";"32";"2021-04-14T13:04:45+0200";"2021-04-14T11:04:45Z";"";"";"US.CHVMHDEV6VD"
"7AAFD4A3CCB649FF81A0A176AA422A3E";"Stäubli CS8C (SRS TransferManager Skript)";"0411F9C3D9A14ED1A244F11F27708E85";"2021-04-19T12:10:01+0200";"2021-04-19T10:10:01Z";"\DLL\HDEV5\DLL9";"Robot_Stat010_130A740";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"US.CHVMHDEV6VD";"24";"2021-04-19T12:09:55+0200";"2021-04-19T10:09:55Z";"";"";"US.CHVMHDEV6VD"
"7AAFD4A3CCB649FF81A0A176AA422A3E";"Stäubli CS8C (SRS TransferManager Skript)";"0411F9C3D9A14ED1A244F11F27708E85";"2021-04-19T12:10:01+0200";"2021-04-19T10:10:01Z";"\DLL\HDEV5\DLL9";"Robot_Stat010_130A740";"Check-In";"";"";"US.CHVMHDEV6VD";"24";"2021-04-19T12:09:55+0200";"2021-04-19T10:09:55Z";"";"";"US.CHVMHDEV6VD"
"7AAFD4A3CCB649FF81A0A176AA422A3E";"Stäubli CS8C (SRS TransferManager Skript)";"A3DD86297E884DD283E96F0817BB77AF";"2021-04-19T12:09:47+0200";"2021-04-19T10:09:47Z";"\DLL\HDEV5\DLL9";"Robot_Stat010_130A740";"Check-Out";"";"";"US.CHVMHDEV6VD";"23";"2021-04-17T12:17:32+0200";"2021-04-17T10:17:32Z";"";"";"US.CHVMHDEV6VD"
"E9E81B376E2448108030B278134CED9D";"Stäubli CS8C (SRS TransferManager Skript)";"3A9015EEC9DD4905990FDED4BD4160AA";"2021-04-19T12:06:10+0200";"2021-04-19T10:06:10Z";"\DLL\HDEV5\DLL22";"Robot_Stat030_130A740";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"US.CHVMHDEV6VD";"6";"2021-04-19T12:06:05+0200";"2021-04-19T10:06:05Z";"";"";"US.CHVMHDEV6VD"
"E9E81B376E2448108030B278134CED9D";"Stäubli CS8C (SRS TransferManager Skript)";"3A9015EEC9DD4905990FDED4BD4160AA";"2021-04-19T12:06:10+0200";"2021-04-19T10:06:10Z";"\DLL\HDEV5\DLL22";"Robot_Stat030_130A740";"Check-In";"";"";"US.CHVMHDEV6VD";"6";"2021-04-19T12:06:05+0200";"2021-04-19T10:06:05Z";"";"";"US.CHVMHDEV6VD"
"E9E81B376E2448108030B278134CED9D";"Stäubli CS8C (SRS TransferManager Skript)";"CEDB6E51460E443CAACF024069BBBCA0";"2021-04-19T12:05:58+0200";"2021-04-19T10:05:58Z";"\DLL\HDEV5\DLL22";"Robot_Stat030_130A740";"Check-Out";"";"";"US.CHVMHDEV6VD";"5";"2021-04-18T12:06:34+0200";"2021-04-18T10:06:34Z";"";"";"US.CHVMHDEV6VD"
"8DEAB79CE1B44E88839855FE89AA5A32";"Stäubli CS8C (SRS TransferManager Skript)";"94BDB30A27DA4B63BB3B2D2403D7D11E";"2021-04-19T12:04:18+0200";"2021-04-19T10:04:18Z";"\DLL\HDEV5\DLL11";"Robot_Stat010_130A740";"Version";"VersionDog";"7F9407984441471394811224B8CD5FE7";"US.CHVMHDEV6VD";"23";"2021-04-19T12:04:11+0200";"2021-04-19T10:04:11Z";"";"";"US.CHVMHDEV6VD"
